,Stock name,Symbol,Country of origin
67,Pike Corporation,PIKE,US
68,PIMCO California Municipal Income Fund II,PCK,US
69,PIMCO California Municipal Income Fund,PCQ,US
70,PIMCO California Municipal Income Fund III,PZC,US
71,PIMCO Corporate & Income Opportunity Fund,PTY,US
72,PIMCO Corporate & Income Strategy Fund,PCN,US
73,PIMCO Dynamic Credit Income Fund,PCI,US
74,PIMCO Dynamic Income Fund,PDI,US
75,PIMCO Global StocksPLUS & Income Fund,PGP,US
76,PIMCO High Income Fund,PHK,US
77,Pimco Income Opportunity Fund,PKO,US
78,PIMCO Income Strategy Fund,PFL,US
79,PIMCO Income Strategy Fund II,PFN,US
80,PIMCO Municipal Income Fund,PMF,US
81,PIMCO Municipal Income Fund II,PML,US
82,PIMCO Municipal Income Fund III,PMX,US
83,PIMCO New York Municipal Income Fund,PNF,US
84,PIMCO New York Municipal Income Fund II,PNI,US
85,PIMCO New York Municipal Income Fund III,PYN,US
86,"PIMCO Strategic Income Fund, Inc.",RCS,US
87,"Pinnacle Entertainment, Inc.",PNK,US
88,"Pinnacle Foods, Inc.",PF,US
89,Pinnacle West Capital Corporation,PNW,US
90,Pioneer Energy Services Corp.,PES,US
91,Pioneer Floating Rate Trust,PHD,US
92,Pioneer High Income Trust,PHT,US
93,Pioneer Municipal High Income Advantage Trust,MAV,US
94,Pioneer Municipal High Income Trust,MHI,US
95,Pioneer Natural Resources Company,PXD,US
96,Piper Sandler Companies,PIPR,US
97,Pitney Bowes Inc.,PBI,US
98,Pitney Bowes Inc,PBI.PRA,US
99,Pitney Bowes Inc,PBI.PRB,US
100,"Plains All American Pipeline, L.P.",PAA,US
101,"Plains GP Holdings, L.P.",PAGP,US
102,Plantronics Inc.,PLT,US
103,Platform Specialty Products Corporation,PAH,US
104,"Platinum Underwriters Holdings, Ltd.",PTP,US
105,PLC Capital Trust V,PL.PRB,US
106,"Plum Creek Timber Company, Inc.",PCL,US
107,"Ply Gem Holdings, Inc.",PGEM,US
108,"The PNC Financial Services Group, Inc.",PNC,US
109,"The PNC Financial Services Group, Inc.",PNC.PRP,US
110,"The PNC Financial Services Group, Inc.",PNC.PRQ,US
111,"The PNC Financial Services Group, Inc.",PNC.WS,US
112,"PNM Resources, Inc.",PNM,US
113,Polaris Industries Inc.,PII,US
114,PolyOne Corporation,POL,US
115,"Polypore International, Inc.",PPO,US
116,Portland General Electric Company,POR,US
117,Portugal Telecom SGPS SA,PT,Portugal
118,POSCO,PKX,South Korea
119,"Post Holdings, Inc.",POST,US
120,Post Pptys Inc,PPS.PRA,US
121,Post Properties Inc.,PPS,US
122,Potash Corporation of Saskatchewan Inc.,POT,Canada
123,"PowerSecure International, Inc.",POWR,US
124,"PPG Industries, Inc.",PPG,US
125,PPL Corporation,PPL,US
126,"PPL Capital Funding, Inc.",PPX,US
127,"Praxair, Inc.",PX,US
128,Precision Drilling Trust,PDS,Canada
129,"Premiere Global Services, Inc.",PGI,US
130,"Prestige Brands Holdings, Inc.",PBH,US
131,Pretium Resources Inc.,PVG,US
132,"Primerica, Inc.",PRI,US
133,Primero Mining Corp.,PPP,US
134,"Principal Financial Group, Inc.",PFG,US
135,"Principal Financial Group, Inc.",PFG.PRB,US
136,Principal Real Estate Income Fund,PGZ,US
137,"PrivateBancorp, Inc.",PVTD,US
138,ProAssurance Corporation,PRA,US
139,Procter & Gamble Co.,PG,US
140,Progressive Corporation,PGR,US
141,Progressive Waste Solutions Ltd.,BIN,US
142,"Prologis, Inc.",PLD,US
143,"Promotora de Informaciones, S.A.",PRIS,Spain
144,"PROS Holdings, Inc.",PRO,US
145,Prospect Capital Corporation,PRY,US
146,"Prosperity Bancshares, Inc",PB,US
147,Protective Life Corporation,PL,US
148,Protective Life Corporation,PLP,US
149,Protective Life Corporation,PL.PRC,US
150,Protective Life Corporation,PL.PRE,US
151,"Proto Labs, Inc.",PRLB,US
152,"Provident Financial Services, Inc.",PFS,US
153,Prudential plc,PUK,United Kingdom
154,"Prudential Financial, Inc.",PFK,US
155,"Prudential Financial, Inc.",PJH,US
156,"Prudential Financial, Inc.",PRH,US
157,"Prudential Financial, Inc.",PRU,US
158,"Prudential Global Short Duration High Yield Fund, Inc.",GHY,US
159,Prudential Public Limited Company,PUK.PR,United Kingdom
160,Prudential Public Limited Company,PUK.PRA,United Kingdom
161,"Prudential Short Duration High Yield Fund, Inc.",ISD,US
162,P.T. Telekomunikasi Indonesia,TLK,Indonesia
163,Public Service Enterprise Group Inc.,PEG,US
164,Public Storage,PSA,US
165,Public Storage,PSA.PRO,US
166,Public Storage,PSA.PRP,US
167,Public Storage,PSA.PRQ,US
168,Public Storage,PSA.PRR,US
169,Public Storage,PSA.PRS,US
170,Public Storage,PSA.PRT,US
171,Public Storage,PSA.PRU,US
172,Public Storage,PSA.PRV,US
173,Public Storage,PSA.PRW,US
174,Public Storage,PSA.PRX,US
175,Public Storage,PSA.PRY,US
176,Public Storage,PSA.PRZ,US
177,Pulse Electronics Corporation,PULS,US
178,"PulteGroup, Inc.",PHM,US
179,"Puma Biotechnology, Inc.",PBYI,US
180,Putnam High Income Securities Fund,PCF,US
181,Putnam Managed Municipal Income Trust,PMM,US
182,Putnam Master Intermediate Income Trust,PIM,US
183,Putnam Municipal Opportunities Trust,PMO,US
184,Putnam Premier Income Trust,PPT,US
185,PVH Corp.,PVH,US
186,"Pzena Investment Management, Inc.",PZN,US
0,"Q2 Holdings, Inc.",QTWO,US
1,"QEP Midstream Partners, LP",QEPM,US
2,"QEP Resources, Inc.",QEP,US
3,QIHOO 360 Technology Co. Ltd.,QIHU,China
4,"QR Energy, LP",QRE,US
5,"QTS Realty Trust, Inc.",QTS,US
6,"Quad/Graphics, Inc.",QUAD,US
7,Quaker Chemical Corporation,KWR,US
8,Quanex Building Products Corporation,NX,US
9,Quanta Services Inc.,PWR,US
10,Quantum Corporation,QTM,US
11,Quest Diagnostics Incorporated,DGX,US
12,Questar Corporation,STR,US
13,"Quiksilver, Inc.",ZQK,US
14,Quintiles IMS Holdings Inc.,Q,US
15,Qwest Corporation,CTU,US
16,Qwest Corporation,CTW,US
17,Qwest Corporation,CTX,US
18,Qwest Corporation,CTY,US
0,Radian Group,RDN,US
1,Rally Software Development Corp.,RALY,US
2,Ralph Lauren Corporation,RL,US
3,RPT Realty,RPT,US
4,Range Resources,RRC,US
5,Raymond James Financial,RJF,US
6,Raymond James Financial,RJD,US
7,Rayonier,RYN,US
8,Rayonier Advanced Materials,RYAM,US
9,RCS Capital Corporation,RCAP,US
10,RE/MAX,RMAX,US
11,RealD,RLD,US
12,Realogy,RLGY,US
13,Realty Income Corporation,O,US
14,Red Lion Hotels Corporation,RLH,US
15,Redwire Corporation,RDW,US
16,Redwood Trust Inc,RWT,US
17,Regal-Beloit,RBC,US
18,Regal Entertainment Group,RGC,US
19,Regency Centers Corporation,REG,US
20,Regional Management Corp.,RM,US
21,Regions Financial Corporation,RF,US
22,Regis Corporation,RGS,US
23,Reinsurance Group of America,RGA,US
24,Reliance Steel & Aluminum Co.,RS,US
25,RenaissanceRe Holdings Ltd.,RNR,Bermuda
26,ReneSola,SOL,China
27,Renren,RENN,China
28,Rentech,RNF,US
29,Republic Services,RSG,US
30,ResMed,RMD,US
31,Resolute Energy Corporation,REN,US
32,Resolute Forest Products,RFP,US
33,Restoration Hardware,RH,US
34,Restaurant Brands International,QSR,US
35,"Retail Properties of America, Inc.",RPAI,US
36,Revlon,REV,US
37,REX American Resources,REX,US
38,"Rexford Industrial Realty, Inc.",REXR,US
39,Rexnord Corporation,RXN,US
40,Reynolds American,RAI,US
41,Rhino Resource Partners LP,RNO,Canada
42,RingCentral,RNG,US
43,Rio Alto Mining,RIOM,US
44,Rio Tinto Group,RIO,United Kingdom
45,Ritchie Bros. Auctioneers,RBA,Canada
46,Rite Aid,RAD,US
47,RLI Corp,RLI,US
48,RLJ Lodging Trust,RLJ,US
49,"Roadrunner Transportation Systems, Inc.",RRTS,US
50,Robert Half International,RHI,US
51,Roblox Corporation,RBLX,US
52,Rocket Companies,RKT,US
53,Rockwell Automation,ROK,US
54,Rockwell Collins,COL,US
55,"Rockwood Holdings, Inc.",ROC,US
56,Rogers Corporation,ROG,US
57,Rogers Communications,RCI,Canada
58,Rollins Inc.,ROL,US
59,Roper Industries,ROP,US
60,"Rose Rock Midstream, L.P.",RRMS,US
61,Rosetta Stone Inc.,RST,US
62,Roundy's,RNDY,US
63,Royal Bank of Canada,RY,Canada
64,Royal Bank of Scotland,RBS,United Kingdom
65,Royal Caribbean Group,RCL,US
66,Royal Dutch Shell,RDS.A,Netherlands
67,RPC Inc.,RES,US
68,RPM International,RPM,US
69,"RSP Permian, Inc.",RSPP,US
70,RTI International Metals,RTI,US
71,Rubicon Project,RUBI,US
72,Ruckus Wireless,RKUS,US
73,"Rudolph Technologies, Inc.",RTEC,US
74,Ryder,R,US
75,Ryman Hospitality Properties,RHP,US
0,Sabine Royalty Trust,SBR,US
1,Safe Bulkers Inc.,SB,Greece
2,Safe Bulkers Inc.,SB.PRB,US
3,"Safe Bulkers, Inc.",SB.PRC,Marshall Islands
4,"Safe Bulkers, Inc.",SB.PRD,US
5,"Safeguard Scientifics, Inc.",SFE,US
6,Safeway Inc.,SWY,US
7,"salesforce.com, inc.",CRM,US
8,Salient Midstream & MLP Fund,SMM,US
9,Salient MLP and Energy Infrastructure Fund,SMF,US
10,"Sally Beauty Holdings, Inc.",SBH,US
11,San Juan Basin Royalty Trust,SJT,US
12,Sanchez Energy Corporation,SN,US
13,"SandRidge Energy, Inc.",SD,US
14,SandRidge Mississippian Trust I,SDT,US
15,SandRidge Mississippian Trust II,SDR,US
16,SandRidge Permian Trust,PER,US
17,Sanofi,SNY,France
18,Santander Consumer USA Holdings Inc.,SC,US
19,Santander Finance Preferred S.A. Unipersonal,SAN.PRA,Spain
20,Santander Finance Preferred S.A. Unipersonal,SAN.PRB,Spain
21,Santander Finance Preferred S.A. Unipersonal,SAN.PRC,Spain
22,Santander Finance Preferred S.A. Unipersonal,SAN.PRE,Spain
23,Santander Finance Preferred S.A. Unipersonal,SAN.PRF,Spain
24,Santander Finance Preferred S.A. Unipersonal,SAN.PRI,Spain
25,"Santander Holdings USA, Inc.",SOV.PRC,Mexico
26,SAP SE,SAP,Germany
27,Saratoga Investment Corp.,SAQ,US
28,Saratoga Investment Corp.,SAR,US
29,Sasol Limited,SSL,South Africa
30,Saul Centers Inc.,BFS,US
31,Saul Centers Inc.,BFS.PRA,US
32,Saul Centers Inc.,BFS.PRC,US
33,SCANA Corporation,SCG,US
34,Scana Corporation,SCU,US
35,SCE Trust I,SCE.PRF,US
36,SCE Trust II,SCE.PRG,US
37,SCE Trust III,SCE.PRH,US
38,Schlumberger Limited,SLB,US
39,"Schweitzer Mauduit International, Inc.",SWM,US
40,Science Applications International Corporation,SAIC,US
41,Scorpio Bulkers Inc.,SALT,US
42,Scorpio Tankers Inc.,SBNA,US
43,Scorpio Tankers Inc.,STNG,Monaco
44,The Scotts Miracle-Gro Company,SMG,US
45,"Scripps Networks Interactive, Inc.",SNI,US
46,Seabridge Gold Inc.,SA,Canada
47,SEACOR Holdings Inc.,CKH,US
48,Seadrill Limited,SDRL,Norway
49,Seadrill Partners LLC,SDLP,US
50,Sealed Air Corporation,SEE,US
51,Seaspan Corporation,SSW,Marshall Islands
52,Seaspan Corporation,SSWN,China
53,Seaspan Corporation,SSW.PRC,Marshall Islands
54,Seaspan Corporation,SSW.PRD,Marshall Islands
55,Seaspan Corporation,SSW.PRE,Marshall Islands
56,"SeaWorld Entertainment, Inc.",SEAS,US
57,Select Asset Inc.,JBN,US
58,Select Asset Inc.,JBR,US
59,Select Income REIT,SIR,US
60,Select Medical Holdings Corporation,SEM,US
61,"Selective Insurance Group, Inc.",SGZA,US
62,Semiconductor Manufacturing International Corporation,SMI,China
63,Sempra Energy,SRE,US
64,Senior Housing Properties Trust,SNH,US
65,Senior Housing Properties Trust,SNHN,US
66,Sensata Technologies Holding N.V.,ST,Netherlands
67,Sensient Technologies Corporation,SXT,US
68,Sequans Communications S.A.,SQNS,France
69,Service Corporation International,SCI,US
70,"ServiceNow, Inc.",NOW,US
71,Sesa Sterlite Limited,SSLT,US
72,Shaw Communications Inc.,SJR,Canada
73,Sherwin Williams Co.,SHW,US
74,Shinhan Financial Group,SHG,South Korea
75,Ship Finance International Limited,SFL,Bermuda
76,"Shutterstock, Inc.",SSTK,US
77,Sibanye Gold Limited,SBGL,South Africa
78,Signet Jewelers Limited,SIG,Bermuda
79,Silver Bay Realty Trust Corp.,SBY,US
80,"Silver Spring Networks, Inc.",SSNI,US
81,Silver Wheaton Corp.,SLW,Canada
82,Silvercorp Metals Inc.,SVM,China
83,"Simon Property Group, Inc.",SPG,US
84,"Simon Property Group, Inc.",SPG.PRJ,US
85,"Simpson Manufacturing Co., Inc.",SSD,US
86,Sinopec Shanghai Petrochemical Company Limited,SHI,China
87,Site Centers,SITC,US
88,Six Flags Entertainment Corporation,SIX,US
89,SJW Corp.,SJW,US
90,"SK Telecom Co., Ltd.",SKM,South Korea
91,"SKECHERS USA, Inc.",SKX,US
92,"Skilled Healthcare Group, Inc.",SKH,US
93,SL Green Realty Corporation,SLG,US
94,SL Green Realty Corp.,SLG.PRI,US
95,SM Energy Company,SM,US
96,Smith & Nephew plc,SNN,United Kingdom
97,Snap On Inc.,SNA,US
98,Sociedad Química y Minera de Chile S.A.,SQM,Chile
99,Solar Capital Ltd.,SLRA,US
100,"SolarWinds, Inc.",SWI,US
101,"Solera Holdings, Inc.",SLH,US
102,Sonic Automotive Inc.,SAH,US
103,Sonoco Products Co.,SON,US
104,Sony Corporation,SNE,Japan
105,Sotheby's,BID,US
106,SouFun Holdings Limited,SFUN,China
107,"Source Capital, Inc.",SOR,US
108,South Jersey Industries Inc.,SJI,US
109,"Southcross Energy Partners, L.P.",SXE,US
110,Southern Company,SO,US
111,Southern Copper Corporation,SCCO,US
112,Southwest Airlines Co.,LUV,US
113,Southwest Gas Corporation,SWX,US
114,Southwestern Energy Co.,SWN,US
115,Sovran Self Storage Inc.,SSS,US
116,"Spansion, Inc.",CODE,US
117,Sparton Corporation,SPA,US
118,"Special Opportunities Fund, Inc.",SPE,US
119,Spectra Energy Corp,SE,US
120,"Spectra Energy Partners, LP",SEP,US
121,"Spectrum Brand Holdings, Inc.",SPB,US
122,"Speedway Motorsports, Inc.",TRK,US
123,"Spirit AeroSystems Holdings, Inc.",SPR,US
124,"Spirit Realty Capital, Inc.",SRC,US
125,Sprague Resources LP,SRLP,US
126,"Springleaf Holdings, Inc.",LEAF,US
127,Sprint Corporation,S,US
128,SPX Corporation,SPW,US
129,St Joe Co.,JOE,US
130,"St. Jude Medical, Inc.",STJ,US
131,"STAG Industrial, Inc.",STAG,US
132,"STAG Industrial, Inc.",STAG.PRA,US
133,"STAG Industrial, Inc.",STAG.PRB,US
134,"Stage Stores, Inc.",SSI,US
135,"StanCorp Financial Group, Inc.",SFG,US
136,"Standard Motor Products, Inc.",SMP,US
137,Standex International Corporation,SXI,US
138,"Stanley Black & Decker, Inc.",SWK,US
139,"Stanley Black & Decker, Inc.",SWH,US
140,"Stanley Black & Decker, Inc.",SWJ,US
141,"Stanley Black & Decker, Inc.",SWU,US
142,Stantec Inc.,STN,Canada
143,Star Gas Partners LP.,SGU,US
144,Starrett L S Co.,SCX,US
145,Startek Inc.,SRT,US
146,"Starwood Property Trust, Inc.",STWD,US
147,State Street Corporation,STT,US
148,State Street Corporation,STT.PRC,US
149,State Street Corporation,STT.PRD,US
150,Statoil ASA,STO,Norway
151,Steel Partners Holdings L.P.,SPLP,US
152,Steelcase Inc.,SCS,US
153,Stellus Capital Investment Corporation,SCM,US
154,Stellus Capital Investment Corporation,SCQ,US
155,Stepan Co.,SCL,US
156,Steris Corporation,STE,US
157,Sterling Bancorp,STL,US
158,Stewart Information Services Corporation,STC,US
159,Stifel Financial Corporation,SF,US
160,Stifel Financial Corporation,SFB,US
161,Stifel Financial Corporation,SFN,US
162,Stillwater Mining Company,SWC,US
163,STMicroelectronics NV,STM,Switzerland
164,Stone Energy Corporation,SGY,US
165,Stone Harbor Emergin Markets Income Fund,EDF,US
166,Stone Harbor Emerging Markets Total Income Fund,EDI,US
167,Stonegate Mortgage Corporation,SGM,US
168,StoneMor Partners L.P.,STON,US
169,"Stoneridge, Inc.",SRI,US
170,"STR Holdings, Inc.",STRI,US
171,"Strategic Global Income Fund, Inc.",SGL,US
172,"Strategic Hotel & Resorts, Inc.",BEE,US
173,"Strategic Hotel & Resorts, Inc.",BEE.PRB,US
174,"Stride, Inc.",LRN,US
175,Structured Products Corp.,HYL,US
176,Structured Products Corp.,KCC,US
177,Structured Products Corp.,KTH,US
178,Structured Products Corp.,KTN,US
179,Structured Products Corp.,KTP,US
180,Stryker Corporation,SYK,US
181,"Sturm, Ruger & Company Inc.",RGR,US
182,Suburban Propane Partners LP,SPH,US
183,"Sumitomo Mitsui Financial Group, Inc.",SMFG,Japan
184,"Summit Hotel Properties, Inc.",INN,US
185,"Summit Hotel Properties, Inc.",INN.PRA,US
186,"Summit Hotel Properties, Inc.",INN.PRB,US
187,"Summit Hotel Properties, Inc.",INN.PRC,US
188,"Summit Midstream Partners, LP",SMLP,US
189,Sun Communities Inc.,SUI,US
190,Sun Communities Inc.,SUI.PRA,US
191,"Sun Life Financial, Inc.",SLF,Canada
192,"SunCoke Energy, Inc.",SXC,US
193,"SunCoke Energy Partners, L.P",SXCP,US
194,Suncor Energy Inc.,SU,Canada
195,"SunEdison, Inc.",SUNE,US
196,"Sunoco Logistics Partners, L.P.",SXL,US
197,"Sunstone Hotel Investors, Inc.",SHO,US
198,"Sunstone Hotel Investors, Inc.",SHO.PRD,US
199,Suntrust Banks Inc.,STI,US
200,Suntrust Banks Inc.,STI.PRA,US
201,Suntrust Banks Inc.,STI.PRE,US
202,Suntrust Banks Inc.,STI.WS.A,US
203,Suntrust Banks Inc.,STI.WS.B,US
204,"Superior Energy Services, Inc.",SPN,US
205,Superior Industries International Inc.,SUP,US
206,Supervalu Inc.,SVU,US
207,Susser Holdings Corporation,SUSS,US
208,Susser Petroleum Partners LP,SUSP,US
209,Swift Energy Co.,SFY,US
210,Swift Transportation Company,SWFT,US
211,"The Swiss Helvetia Fund, Inc.",SWZ,US
212,"SWS Group, Inc.",SWS,US
213,Symetra Financial Corporation,SYA,US
214,Symmetry Medical Inc.,SMA,US
215,Syngenta AG,SYT,Switzerland
216,SYNNEX Corporation,SNX,US
217,Synovus Financial Corp.,SNV,US
218,Synovus Financial Corp.,SNV.PRC,US
219,"Synthetic Fixed-Income Securities, Inc.",GJH,US
220,"Synthetic Fixed-Income Securities, Inc.",GJO,US
221,"Synthetic Fixed-Income Securities, Inc.",GJP,US
222,"Synthetic Fixed-Income Securities, Inc.",GJR,US
223,"Synthetic Fixed-Income Securities, Inc.",GJS,US
224,"Synthetic Fixed Income Securities, Inc.",GJT,US
225,"Synthetic Fixed-Income Securities, Inc.",GJV,US
226,SYSCO Corporation,SYY,US
227,Systemax Inc.,SYX,US
0,"T-Mobile US, Inc.",TMUS,US
1,"Tableau Software, Inc.",DATA,US
2,Tahoe Resources Inc.,TAHO,US
3,"The Taiwan Fund, Inc.",TWN,US
4,Taiwan Semiconductor Manufacturing Company Ltd.,TSM,Taiwan
5,TAL Education Group,XRS,China
6,TAL International Group,TAL,US
7,Talisman Energy Inc.,TLM,Canada
8,"Tallgrass Energy Partners, LP",TEP,US
9,Taminco Corporation,TAM,US
10,"Tanger Factory Outlet Centers, Inc.",SKT,US
11,Taomee Holdings Ltd.,TAOM,China
12,Targa Resources Corp.,TRGP,US
13,Targa Resources Partners LP,NGLS,US
14,Target Corporation,TGT,US
15,Taro Pharmaceutical Industries Ltd.,TARO,US
16,Tata Motors Limited,TTM,India
17,"Taubman Centers, Inc.",TCO,US
18,"Taubman Centers, Inc.",TCO.PRJ,US
19,"Taubman Centers, Inc.",TCO.PRK,US
20,Taylor Morrison Home Corporation,TMHC,US
21,"TC PipeLines, LP",TCP,US
22,TCF Financial Corporation,TCB,US
23,TCF Financial Corporation,TCB.PRB,US
24,TCF Financial Corporation,TCB.PRC,US
25,TCF Financial Corporation,TCB.WS,US
26,"TCW Strategic Income Fund, Inc.",TSI,US
27,TE Connectivity Ltd.,TEL,US
28,Team Inc.,TISI,US
29,"Team Health Holdings, Inc.",TMH,US
30,Teck Resources Limited,TCK,Canada
31,"TECO Energy, Inc.",TE,US
32,Teekay Corporation,TK,Marshall Islands
33,Teekay LNG Partners L.P.,TGP,Marshall Islands
34,Teekay Offshore Partners L.P.,TOO,Marshall Islands
35,Teekay Offshore Partners L.P.,TOO.PRA,US
36,Teekay Tankers Ltd,TNK,Bahamas
37,Tejon Ranch Co.,TRC,US
38,Telecom Argentina S.A.,TEO,Argentina
39,Telecom Italia S.P.A.,TI,Italy
40,Telecom Italia S.P.A.,TI.A,Italy
41,Teledyne Technologies Inc,TDY,US
42,Teleflex Inc.,TFX,US
43,Telefónica S.A.,TEF,Spain
44,"Telefónica Brasil, S.A.",VIV,Brazil
45,"Telephone and Data Systems, Inc.",TDS,US
46,"Telephone and Data Systems, Inc.",TDA,US
47,"Telephone and Data Systems, Inc.",TDE,US
48,"Telephone and Data Systems, Inc.",TDI,US
49,"Telephone and Data Systems, Inc.",TDJ,US
50,Telkom SA SOC Limited,TKG,South Africa
51,Telus Corporation,TU,Canada
52,"Templeton Dragon Fund, Inc.",TDF,US
53,Templeton Emerging Markets Fund (Delaware),EMF,US
54,"Templeton Emerging Markets Income Fund, Inc.",TEI,US
55,"Templeton Global Income Fund, Inc.",GIM,US
56,"Templeton Russia and East European Fund, Inc.",TRF,US
57,"Tempur Sealy International, Inc.",TPX,US
58,Tenaris S.A.,TS,Luxembourg
59,Tenet Healthcare Corporation,THC,US
60,Tennant Company,TNC,US
61,Tenneco Inc.,TEN,US
62,Tennessee Valley Authority,TVC,US
63,Tennessee Valley Authority,TVE,US
64,Teradata Corporation,TDC,US
65,Teradyne Inc.,TER,US
66,Terex Corporation,TEX,US
67,Ternium S.A.,TX,Luxembourg
68,Terra Nitrogen Co. LP,TNH,US
69,Terreno Realty Corporation,TRNO,US
70,Terreno Realty Corporation,TRNO.PRA,US
71,Tesoro Corporation,TSO,US
72,Tesoro Logistics LP,TLLP,US
73,Tetra Technologies Inc.,TTI,US
74,Teva Pharmaceutical Industries Ltd.,TEVA,US
75,Texas Pacific Land Trust,TPL,US
76,Textainer Group Holdings Limited,TGH,Bermuda
77,Textron Inc,TXT,US
78,Textura Corporation,TXTR,US
79,"The Thai Fund, Inc.",TTF,US
80,"Themon Group Holdings, Inc.",THR,US
81,Thermo Fisher Scientific Inc.,TMO,US
82,Third Point Reinsurance Ltd.,TPRE,US
83,THL Credit Senior Loan Fund,TSLF,US
84,Thompson Creek Metals Company Inc.,TC,Canada
85,Thomson Reuters Corporation,TRI,Canada
86,"Thor Industries, Inc.",THO,US
87,"Tidewater, Inc.",TDW,US
88,Tiffany & Co.,TIF,US
89,"Tillys, Inc.",TLYS,US
90,Tim Hortons Inc.,THI,Canada
91,Tim Participações S.A.,TSU,Brazil
92,Time Inc.,TIME,US
93,Time Warner Inc.,TWX,US
94,Time Warner Cable Inc.,TWC,US
95,Timken Co.,TKR,US
96,TimkenSteel Corporation,TMST,US
97,Titan International Inc.,TWI,US
98,TJX Companies Inc.,TJX,US
99,Toll Brothers Inc.,TOL,US
100,Tootsie Roll Industries Inc.,TR,US
101,Torchmark Corporation,TMK,US
102,Torchmark Corporation,TMK.PRB,US
103,Toro Company,TTC,US
104,Toronto-Dominion Bank,TD,Canada
105,"Tortoise Energy Independence Fund, Inc.",NDP,US
106,Tortoise Energy Infrastructure Corporation,TYG,US
107,Tortoise Energy Infrastructure Corporation,TYG.PRB,US
108,Tortoise Energy Infrastructure Corp.,TYG.PRC,US
109,"Tortoise MLP Fund, Inc.",NTG,US
110,"Tortoise Pipeline & Energy Fund, Inc.",TTP,US
111,"Tortoise Power and Energy Infrastructure Fund, Inc.",TPZ,US
112,TotalEnergies,TOT,France
113,"Tower International, Inc.",TOWR,US
114,Towers Watson & Co.,TW,US
115,Toyota Motor Corporation,TM,Japan
116,"TPG Specialty Lending, Inc.",TSLX,US
117,TransAlta Corporation,TAC,Canada
118,"Transamerica Income Shares, Inc.",TAI,US
119,TransCanada Corporation,TRP,Canada
120,Transcontinental Realty Investors Inc.,TCI,US
121,TransDigm Group Incorporated,TDG,US
122,Transmontaigne Partners L.P.,TLP,US
123,Transocean Ltd.,RIG,US
124,Transportadora de Gas del Sur,TGS,Argentina
125,TravelCenters of America LLC,TA,US
126,TravelCenters of America LLC,TANN,US
127,"The Travelers Companies, Inc.",TRV,US
128,Trecora Resources,TREC,US
129,Tredegar Corporation,TG,US
130,"TreeHouse Foods, Inc.",THS,US
131,"Tremor Video, Inc.",TRMR,US
132,"Trex, Inc.",TREX,US
133,Tri-Continental Corporation,TY,US
134,Tri-Continental Corp,TY.PR,US
135,"Tri Pointe Homes, Inc.",TPH,US
136,Triangle Capital Corporation,TCAP,US
137,Triangle Capital Corporation,TCC,US
138,Triangle Capital Corporation,TCCA,US
139,Trina Solar Limited,TSL,China
140,"Trinet Group, Inc.",TNET,US
141,Trinity Industries Inc.,TRN,US
142,"Trinseo, S.A.",TSE,Luxembourg
143,Triple-S Management Corporation,GTS,Puerto Rico
144,TriplePoint Venture Growth BDC Corp.,TPVG,US
145,Triumph Group Inc.,TGI,US
146,Tronox Limited,TROX,US
147,"TrueBlue, Inc.",TBI,US
148,"Trulia, Inc.",TRLA,US
149,TRW Automotive Holdings Corp.,TRW,US
150,Tsakos Energy Navigation Limited,TNP,Greece
151,Tsakos Energy Navigation Limited,TNP.PRB,Greece
152,Tsakos Energy Navigation Limited,TNP.PRC,Greece
153,"Tumi Holdings, Inc.",TUMI,US
154,Tupperware Brands Corporation,TUP,US
155,Turkcell Iletisim Hizmetleri A.S.,TKC,US
156,"The Turkish Investment Fund, Inc.",TKF,US
157,Turquoise Hill Resources Ltd.,TRQ,Canada
158,Tutor Perini Corporation,TPC,US
159,"Twitter, Inc.",TWTR,US
160,Two Harbors Investment Corp.,TWO,US
161,Tyco International Ltd.,TYC,Switzerland
162,"Tyler Technologies, Inc.",TYL,US
163,Tyson Foods Inc.,TSN,US
0,UBS AG,UBS,Switzerland
1,"UCP, Inc.",UCP,US
2,"UDR, Inc.",UDR,US
3,UGI Corporation,UGI,US
4,UIL Holdings Corporation,UIL,US
5,Ultra Petroleum Corp.,UPL,US
6,Ultrapar,UGP,Brazil
7,UMH Properties,UMH,US
8,Under Armour,UA,US
9,Unifi Inc,UFI,US
10,UniFirst,UNF,US
11,Unilever,UN,Netherlands
12,Unilever Plc,UL,United Kingdom
13,Union Pacific Railroad,UNP,US
14,Unisys,UIS,US
15,Unit Corporation,UNT,US
16,United Continental Holdings,UAL,US
17,United Microelectronics Corporation,UMC,Taiwan
18,United Parcel Service,UPS,US
19,United Rentals,URI,US
20,U.S. Cellular,USM,US
21,U.S. Steel,X,US
22,UnitedHealth Group,UNH,US
23,Unitil Corporation,UTL,US
24,Universal Corporation,UVV,US
25,Universal American,UAM,US
26,Universal Health Realty Income Trust,UHT,US
27,Universal Health Services,UHS,US
28,Universal Technical Institute,UTI,US
29,UNS Energy,UNS,US
30,Unum Group,UNM,US
31,URS Corporation,URS,US
32,Urstadt Biddle Properties,UBA,US
33,U.S. Bancorp,USB,US
34,"U.S. Physical Therapy, Inc.",USPH,US
35,"U.S. Silica Holdings, Inc.",SLCA,US
36,"USA Compression Partners, LP",USAC,US
37,USANA Health Sciences,USNA,US
38,United States Enrichment Corporation,USU,US
0,"VAALCO Energy, Inc.",EGY,US
